                  Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW   THSW                Rain  Solar   Solar Hi Solar   UV    UV    Hi     Heat    Cool    In     In    In     In     In   In Air          Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index  Index   Bar    Rain  Rate   Rad.  Energy    Rad.  Index  Dose   UV     D-D     D-D    Temp   Hum    Dew   Heat    EMC Density     ET   Samp   Tx   Recept  Int.
 2/09/26  9:20a   18.0   18.2   17.8    96   17.4   0.0     N   0.00   1.6     N   18.0   18.6   18.6    ---   846.3  0.00   0.0   311     4.46    392     3.3  0.24   3.8   0.002   0.000   24.9    34    8.0   24.3   6.71  .9770     0.00   232    1    100.0   10 
 2/09/26  9:30a   18.2   18.3   18.1    96   17.5   0.0     N   0.00   4.8   NNW   18.2   18.8   18.8    ---   846.4  0.00   0.0   357     5.12    594     3.7  0.26   4.5   0.001   0.000   25.1    34    8.1   24.4   6.71  .9766     0.00   234    1    100.0   10 
 2/09/26  9:40a   18.5   18.7   18.3    96   17.9   0.0     N   0.00   4.8     N   18.5   19.2   19.2    ---   846.4  0.00   0.0   368     5.28    534     3.8  0.27   4.5   0.000   0.001   25.2    33    7.8   24.6   6.55  .9764     0.00   230    1    100.0   10 
 2/09/26  9:50a   18.8   18.8   18.7    96   18.1   0.0     N   0.00   1.6     N   18.8   19.6   19.6    ---   846.5  0.00   0.0   300     4.30    457     3.5  0.25   4.1   0.000   0.003   25.4    32    7.5   24.6   6.40  .9762     0.00   232    1    100.0   10 
 2/09/26 10:00a   18.9   19.0   18.8    95   18.1   0.0     N   0.00   1.6     N   18.9   19.7   19.7    ---   846.6  0.00   0.0   309     4.43    403     3.7  0.26   4.6   0.000   0.004   25.4    33    8.0   24.7   6.55  .9757     0.18   231    1    100.0   10 
 2/09/26 10:10a   18.8   18.9   18.7    95   18.0   0.0    NW   0.00   1.6   NNW   18.8   19.6   19.6    ---   846.7  0.00   0.0   374     5.36    557     4.3  0.31   5.5   0.000   0.003   25.5    33    8.0   24.7   6.55  .9756     0.00   231    1    100.0   10 
 2/09/26 10:15a    ---    ---    ---   ---    ---   0.0   ---   0.00   0.0   ---    ---    ---    ---    ---  ------  0.00   0.0   ---      ---    ---     ---   ---   ---     ---     ---    ---   ---    ---    ---    ---    ---     0.00     0    1      0.0   10 
 2/09/26 10:20a   24.8   24.8   24.7    70   18.9   0.0   WNW   0.00   3.2   WNW   24.8   25.8   25.8    ---   845.2  0.00   0.0   353     5.06    357     4.5  0.32   4.7   0.000   0.045   26.3    34    9.2   25.5   6.66  .9704     0.00    70    1     30.7   10 
 2/09/26  2:10p   25.2   25.3   25.2    68   18.9   1.6   NNW   0.27   6.4   NNW   25.2   26.2   26.2    ---   844.7  0.00   0.0   643     9.22    693     6.8  0.49   7.3   0.000   0.048   26.7    33    9.1   25.8   6.55  .9683     0.00    84    1     36.8   10 
 2/09/26  2:20p   25.6   25.8   25.3    65   18.5   0.0   NNW   0.00   4.8   WNW   25.6   26.4   26.4    ---   844.5  0.00   0.0   569     8.16    752     5.7  0.41   6.3   0.000   0.051   26.8    32    8.7   25.8   6.35  .9684     0.00   227    1     99.6   10 
 2/09/26  2:30p   26.0   26.1   25.8    65   18.9   0.0   SSE   0.00   3.2   SSW   26.0   26.9   26.9    ---   844.4  0.00   0.0   618     8.86    802     5.5  0.39   6.4   0.000   0.053   26.8    33    9.2   25.9   6.54  .9676     0.00   232    1    100.0   10 
 2/09/26  2:40p   26.0   26.2   25.9    64   18.7   0.0   SSW   0.00   4.8   SSW   26.0   26.8   26.8    ---   844.3  0.00   0.0   837    12.00    940     6.0  0.43   6.8   0.000   0.053   26.9    33    9.3   26.0   6.53  .9671     0.00   225    1     98.7   10 
 2/09/26  2:50p   26.5   26.9   26.2    61   18.4   0.0   SSW   0.00   4.8   SSW   26.5   27.3   27.3    ---   844.2  0.00   0.0   805    11.54   1069     5.6  0.40   6.7   0.000   0.057   26.9    34    9.7   26.1   6.63  .9665     0.00   228    1    100.0   10 
 2/09/26  3:00p   27.4   27.8   26.9    62   19.5   1.6   ESE   0.27   8.0   NNE   27.4   28.6   28.6    ---   844.0  0.00   0.0   779    11.17    962     4.7  0.34   5.8   0.000   0.063   27.1    34    9.8   26.2   6.62  .9658     0.38   231    1    100.0   10 
 2/09/26  3:10p   27.8   27.8   27.8    58   18.8   0.0   NNE   0.00   3.2   NNW   27.8   28.8   28.8    ---   843.9  0.00   0.0   520     7.45    703     2.8  0.20   3.1   0.000   0.066   27.2    34    9.9   26.3   6.61  .9652     0.00   227    1     99.6   10 
 2/09/26  3:20p   27.8   27.8   27.7    58   18.8   1.6     E   0.27   6.4   SSW   27.8   28.8   28.8    ---   843.8  0.00   0.0   299     4.29    529     2.3  0.16   2.6   0.000   0.066   27.1    33    9.4   26.2   6.52  .9657     0.00   232    1    100.0   10 
 2/09/26  3:30p   27.4   27.7   27.1    60   19.0   0.0   SSW   0.00   1.6   SSE   27.4   28.5   28.5    ---   843.7  0.00   0.0   124     1.78    156     1.7  0.12   2.1   0.000   0.063   26.9    33    9.3   25.9   6.53  .9665     0.00   230    1    100.0   10 
 2/09/26  3:40p   26.8   27.1   26.6    60   18.4   0.0     S   0.00   1.6     S   26.8   27.6   27.6    ---   843.7  0.00   0.0   114     1.63    130     1.6  0.11   2.0   0.000   0.059   26.6    33    9.0   25.7   6.55  .9676     0.00   229    1    100.0   10 
 2/09/26  3:50p   26.3   26.6   26.1    63   18.7   0.0    SW   0.00   1.6    SW   26.3   27.1   27.1    ---   843.6  0.00   0.0   100     1.43    104     1.7  0.12   2.0   0.000   0.055   26.4    34    9.3   25.6   6.66  .9681     0.00   233    1    100.0   10 
 2/09/26  4:00p   25.9   26.1   25.8    64   18.6   1.6   SSW   0.27   4.8   SSW   25.9   26.8   26.8    ---   843.6  0.00   0.0   105     1.51    105     1.7  0.12   1.9   0.000   0.053   26.2    32    8.2   25.3   6.37  .9695     0.15   229    1    100.0   10 
 2/09/26  4:10p   25.7   25.8   25.6    63   18.1   0.0    SW   0.00   3.2    SW   25.7   26.4   26.4    ---   843.5  0.00   0.0   103     1.48    104     1.6  0.11   1.9   0.000   0.051   26.2    36    9.9   25.6   6.97  .9680     0.00   228    1    100.0   10 
 2/09/26  4:20p   25.6   25.6   25.5    64   18.2   0.0     W   0.00   4.8     W   25.6   26.3   26.3    ---   843.3  0.00   0.0   105     1.51    107     1.6  0.11   1.9   0.000   0.050   26.2    36    9.9   25.6   6.97  .9679     0.00   229    1    100.0   10 
 2/09/26  4:30p   25.4   25.4   25.4    64   18.1   0.0   WNW   0.00   4.8   WNW   25.4   26.2   26.2    ---   843.3  0.00   0.0   110     1.58    111     1.6  0.11   2.0   0.000   0.049   26.1    35    9.4   25.4   6.87  .9684     0.00   232    1    100.0   10 
 2/09/26  4:40p   25.4   25.4   25.3    65   18.3   0.0   WNW   0.00   1.6   WNW   25.4   26.2   26.2    ---   843.2  0.00   0.0   106     1.52    109     1.6  0.11   1.8   0.000   0.049   26.0    34    8.9   25.3   6.67  .9692     0.00   228    1    100.0   10 
 2/09/26  4:50p   25.3   25.4   25.3    65   18.3   0.0     W   0.00   3.2     W   25.3   26.1   26.1    ---   843.2  0.00   0.0    92     1.32     98     1.4  0.10   1.6   0.000   0.049   25.9    34    8.9   25.2   6.68  .9694     0.00   228    1    100.0   10 
 2/09/26  5:00p   25.3   25.4   25.3    63   17.8   0.0     W   0.00   1.6     W   25.3   26.0   26.0    ---   843.3  0.00   0.0    79     1.13     84     1.3  0.09   1.7   0.000   0.049   25.9    33    8.4   25.1   6.55  .9701     0.08   232    1    100.0   10 
 2/09/26  5:10p   25.3   25.4   25.3    62   17.5   3.2   WSW   0.54  11.3   WSW   25.3   25.9   25.9    ---   843.3  0.00   0.0    66     0.95     74     1.1  0.08   1.4   0.000   0.049   25.8    32    7.8   24.9   6.38  .9709     0.00   226    1     99.1   10 
 2/09/26  5:20p   25.3   25.3   25.2    62   17.5   1.6   WSW   0.27   9.7   WSW   25.3   25.9   25.9    ---   843.4  0.00   0.0    44     0.63     51     0.0  0.00   0.0   0.000   0.048   25.7    32    7.8   24.9   6.38  .9712     0.00   232    1    100.0   10 
 2/09/26  5:30p   25.2   25.2   25.1    63   17.6   0.0    SW   0.00   6.4    SW   25.2   25.8   25.8    ---   843.4  0.00   0.0    41     0.59     42     0.0  0.00   0.0   0.000   0.047   25.6    32    7.7   24.8   6.39  .9717     0.00   229    1    100.0   10 
 2/09/26  5:40p   25.0   25.1   24.9    65   18.0   4.8   WSW   0.80  16.1   WSW   25.0   25.7   25.7    ---   843.3  0.00   0.0    37     0.53     40     0.0  0.00   0.0   0.000   0.046   25.5    31    7.1   24.7   6.19  .9725     0.00   230    1    100.0   10 
 2/09/26  5:50p   24.8   24.9   24.7    66   18.0   1.6   WSW   0.27  12.9   WSW   24.8   25.6   25.6    ---   843.5  0.00   0.0    39     0.56     40     0.0  0.00   0.0   0.000   0.045   25.4    32    7.5   24.7   6.39  .9724     0.00   230    1    100.0   10 
 2/09/26  6:00p   24.6   24.7   24.6    69   18.5   0.0   WSW   0.00   8.0     W   24.6   25.6   25.6    ---   843.5  0.00   0.0    33     0.47     35     0.0  0.00   0.0   0.000   0.044   25.4    32    7.5   24.7   6.39  .9725     0.05   229    1    100.0   10 
 2/09/26  6:10p   24.4   24.5   24.2    70   18.6   0.0   WSW   0.00   8.0    SW   24.4   25.4   25.4    ---   843.7  0.00   0.0    25     0.36     32     0.0  0.00   0.0   0.000   0.042   25.3    33    7.9   24.6   6.55  .9728     0.00   231    1    100.0   10 
 2/09/26  6:20p   23.8   24.2   23.2    75   19.1   4.8   SSW   0.80  11.3    SW   23.8   25.0   25.0    ---   843.8  0.00   0.0    10     0.14     14     0.0  0.00   0.0   0.000   0.038   25.3    38   10.0   24.8   7.30  .9710     0.00   228    1    100.0   10 
 2/09/26  6:30p   22.6   23.2   22.2    81   19.2   3.2   WNW   0.54  12.9   WNW   22.6   23.6   23.6    ---   843.9  0.00   0.0     6     0.09      7     0.0  0.00   0.0   0.000   0.030   25.2    40   10.7   24.8   7.60  .9708     0.00   231    1    100.0   10 
 2/09/26  6:40p   21.7   22.2   21.4    84   18.9   1.6   WNW   0.27  11.3     W   21.7   22.7   22.7    ---   843.9  0.00   0.0     0     0.00      5     0.0  0.00   0.0   0.000   0.024   25.0    41   10.8   24.6   7.75  .9713     0.00   231    1    100.0   10 
 2/09/26  6:50p   21.2   21.4   20.8    82   18.0   1.6   NNW   0.27   9.7   NNW   21.2   21.9   21.9    ---   844.1  0.51   3.6     0     0.00      0     0.0  0.00   0.0   0.000   0.020   24.8    41   10.7   24.4   7.75  .9723     0.00   230    1    100.0   10 
 2/09/26  7:00p   20.3   20.8   20.1    82   17.2   1.6   ENE   0.27  14.5     N   20.3   21.2   21.2    ---   844.4  0.51   6.1     0     0.00      0     0.0  0.00   0.0   0.000   0.014   24.7    41   10.6   24.3   7.75  .9731     0.03   231    1    100.0   10 
 2/09/26  7:10p   19.9   20.1   19.8    87   17.7   3.2   ENE   0.54  12.9     E   19.9   20.8   20.8    ---   844.5  0.51   6.1     0     0.00      0     0.0  0.00   0.0   0.000   0.011   24.6    44   11.5   24.3   8.23  .9729     0.00   229    1    100.0   10 
 2/09/26  7:20p   19.8   19.8   19.7    89   17.9   1.6   ENE   0.27   6.4    NE   19.8   20.7   20.7    ---   844.8  0.51   2.3     0     0.00      0     0.0  0.00   0.0   0.000   0.010   24.4    43   11.0   24.1   8.05  .9740     0.00   232    1    100.0   10 
 2/09/26  7:30p   19.6   19.7   19.5    89   17.7   3.2     N   0.54   9.7     N   19.6   20.4   20.4    ---   845.2  0.25   2.0     0     0.00      0     0.0  0.00   0.0   0.000   0.009   24.3    43   10.9   24.0   8.05  .9750     0.00   230    1    100.0   10 
 2/09/26  7:40p   19.4   19.5   19.3    90   17.8   0.0   NNE   0.00   8.0   NNE   19.4   20.3   20.3    ---   845.1  1.02   9.7     0     0.00      0     0.0  0.00   0.0   0.000   0.008   24.3    43   10.9   24.0   8.05  .9748     0.00   230    1    100.0   10 
 2/09/26  7:50p   19.2   19.3   19.2    91   17.7   1.6     N   0.27   8.0   NNE   19.2   20.0   20.0    ---   845.3  0.51   6.9     0     0.00      0     0.0  0.00   0.0   0.000   0.006   24.2    42   10.5   23.8   7.94  .9760     0.00   233    1    100.0   10 
 2/09/26  8:00p   19.1   19.2   18.9    91   17.6   1.6     N   0.27   8.0   NNE   19.1   19.8   19.8    ---   845.4  0.25   3.6     0     0.00      0     0.0  0.00   0.0   0.000   0.005   24.3    41   10.2   23.9   7.75  .9760     0.00   228    1    100.0   10 
 2/09/26  8:10p   18.8   18.9   18.7    91   17.3   3.2   NNE   0.54  11.3     N   18.8   19.6   19.6    ---   845.5  0.76   7.4     0     0.00      0     0.0  0.00   0.0   0.000   0.003   24.3    42   10.6   23.9   7.93  .9757     0.00   233    1    100.0   10 
 2/09/26  8:20p   18.6   18.7   18.4    92   17.2   0.0   NNE   0.00   6.4     N   18.6   19.2   19.2    ---   845.7  0.25   5.6     0     0.00      0     0.0  0.00   0.0   0.000   0.002   24.3    39    9.5   23.8   7.53  .9770     0.00   231    1    100.0   10 
 2/09/26  8:30p   18.4   18.4   18.3    92   17.1   0.0   NNE   0.00   6.4   NNE   18.4   19.0   19.0    ---   845.9  0.51   2.0     0     0.00      0     0.0  0.00   0.0   0.000   0.000   24.3    38    9.1   23.8   7.33  .9775     0.00   228    1    100.0   10 
 2/09/26  8:40p   18.2   18.3   18.2    92   16.9   0.0   NNE   0.00   4.8   NNE   18.2   18.8   18.8    ---   846.0  0.00   1.5     0     0.00      0     0.0  0.00   0.0   0.001   0.000   24.3    37    8.7   23.7   7.23  .9781     0.00   230    1    100.0   10 
 2/09/26  8:50p   18.2   18.2   18.2    92   16.9   0.0   NNE   0.00   6.4   NNE   18.2   18.8   18.8    ---   846.2  0.51   3.3     0     0.00      0     0.0  0.00   0.0   0.001   0.000   24.3    36    8.3   23.7   7.03  .9786     0.00   229    1    100.0   10 
 2/09/26  9:00p   18.1   18.2   18.0    93   17.0   0.0   NNE   0.00   4.8   NNE   18.1   18.7   18.7    ---   846.2  0.25   3.3     0     0.00      0     0.0  0.00   0.0   0.002   0.000   24.3    38    9.1   23.8   7.33  .9780     0.00   229    1    100.0   10 
 2/09/26  9:10p   18.0   18.1   18.0    93   16.9   0.0   NNE   0.00   1.6   NNE   18.0   18.6   18.6    ---   846.4  0.25   1.8     0     0.00      0     0.0  0.00   0.0   0.002   0.000   24.3    35    7.9   23.7   6.93  .9792     0.00   231    1    100.0   10 
 2/09/26  9:20p   17.9   18.0   17.9    93   16.8   0.0   NNE   0.00   1.6   NNE   17.9   18.5   18.5    ---   846.3  0.51   2.3     0     0.00      0     0.0  0.00   0.0   0.003   0.000   24.3    35    7.9   23.7   6.93  .9791     0.00   227    1     99.6   10 
 2/09/26  9:30p   17.9   17.9   17.8    93   16.8   0.0   NNE   0.00   1.6   NNE   17.9   18.5   18.5    ---   846.3  0.00   1.3     0     0.00      0     0.0  0.00   0.0   0.003   0.000   24.3    35    7.9   23.7   6.93  .9791     0.00   229    1    100.0   10 
 2/09/26  9:40p   17.8   17.8   17.8    93   16.7   0.0   ---   0.00   0.0   ---   17.8   18.3   18.3    ---   846.3  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.003   0.000   24.3    36    8.3   23.7   7.03  .9788     0.00   229    1    100.0   10 
 2/09/26  9:50p   17.7   17.8   17.7    93   16.6   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.3  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   24.3    35    7.8   23.6   6.94  .9794     0.00   231    1    100.0   10 
 2/09/26 10:00p   17.7   17.7   17.6    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.3  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.2    34    7.4   23.5   6.74  .9799     0.00   233    1    100.0   10 
 2/09/26 10:10p   17.7   17.7   17.7    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.3  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.2    34    7.4   23.5   6.74  .9799     0.00   227    1     99.6   10 
 2/09/26 10:20p   17.7   17.7   17.7    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.2  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.2    34    7.4   23.5   6.74  .9798     0.00   231    1    100.0   10 
 2/09/26 10:30p   17.7   17.7   17.7    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.1  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   24.2    34    7.4   23.5   6.74  .9797     0.00   231    1    100.0   10 
 2/09/26 10:40p   17.7   17.7   17.7    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.1  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   24.2    36    8.2   23.6   7.04  .9789     0.00   229    1    100.0   10 
 2/09/26 10:50p   17.7   17.7   17.7    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.1  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.1    35    7.7   23.4   6.94  .9797     0.00   232    1    100.0   10 
 2/09/26 11:00p   17.7   17.7   17.6    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.1  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.1    34    7.3   23.4   6.74  .9801     0.00   229    1    100.0   10 
 2/09/26 11:10p   17.7   17.7   17.7    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.1  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.1    34    7.3   23.4   6.74  .9801     0.00   231    1    100.0   10 
 2/09/26 11:20p   17.7   17.7   17.6    94   16.7   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   846.0  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.1    37    8.5   23.5   7.24  .9790     0.00   231    1    100.0   10 
 2/09/26 11:30p   17.6   17.6   17.5    94   16.6   0.0   ---   0.00   0.0   ---   17.6   18.1   18.1    ---   846.0  0.25   1.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.0    35    7.6   23.3   6.95  .9801     0.00   229    1    100.0   10 
 2/09/26 11:40p   17.4   17.5   17.4    94   16.5   0.0   ---   0.00   0.0   ---   17.4   17.9   17.9    ---   846.1  0.00   1.0     0     0.00      0     0.0  0.00   0.0   0.006   0.000   24.0    34    7.2   23.3   6.75  .9805     0.00   232    1    100.0   10 
 2/09/26 11:50p   17.4   17.4   17.4    95   16.6   0.0   ---   0.00   0.0   ---   17.4   17.9   17.9    ---   846.0  0.25   1.0     0     0.00      0     0.0  0.00   0.0   0.006   0.000   24.0    34    7.2   23.3   6.75  .9804     0.00   228    1    100.0   10 
 3/09/26 12:00a   17.4   17.5   17.4    95   16.6   0.0   ---   0.00   0.0   ---   17.4   17.9   17.9    ---   846.0  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.006   0.000   24.0    34    7.2   23.3   6.75  .9805     0.00   232    1    100.0   10 
 3/09/26 12:10a   17.4   17.5   17.4    95   16.6   0.0   ---   0.00   0.0   ---   17.4   17.9   17.9    ---   845.9  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.006   0.000   24.0    34    7.2   23.3   6.75  .9803     0.00   231    1    100.0   10 
 3/09/26 12:20a   17.5   17.6   17.5    95   16.7   0.0   ---   0.00   0.0   ---   17.5   18.0   18.0    ---   845.9  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.006   0.000   24.0    34    7.2   23.3   6.75  .9804     0.00   227    1     99.6   10 
 3/09/26 12:30a   17.6   17.6   17.6    95   16.7   0.0   ---   0.00   0.0   ---   17.6   18.1   18.1    ---   845.8  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.0    35    7.6   23.3   6.95  .9799     0.00   231    1    100.0   10 
 3/09/26 12:40a   17.7   17.7   17.6    95   16.9   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   845.7  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   24.0    34    7.2   23.3   6.75  .9801     0.00   227    1     99.6   10 
 3/09/26 12:50a   17.7   17.7   17.7    95   16.9   0.0   ---   0.00   0.0   ---   17.7   18.3   18.3    ---   845.7  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   23.9    36    8.0   23.3   7.05  .9796     0.00   230    1    100.0   10 
 3/09/26  1:00a   17.7   17.8   17.7    95   16.9   0.0   ---   0.00   0.0   ---   17.7   18.3   18.3    ---   845.7  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   23.9    36    7.9   23.3   7.05  .9798     0.00   230    1    100.0   10 
 3/09/26  1:10a   17.8   17.8   17.8    95   17.0   0.0   ---   0.00   0.0   ---   17.8   18.3   18.3    ---   845.6  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   23.9    35    7.5   23.2   6.95  .9801     0.00   227    1     99.6   10 
 3/09/26  1:20a   17.8   17.8   17.8    95   17.0   0.0   NNE   0.00   1.6   NNE   17.8   18.3   18.3    ---   845.6  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   23.9    36    7.9   23.3   7.05  .9798     0.00   232    1    100.0   10 
 3/09/26  1:30a   17.8   17.8   17.7    95   17.0   0.0   NNE   0.00   4.8   NNE   17.8   18.3   18.3    ---   845.6  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.004   0.000   23.9    36    7.9   23.3   7.05  .9797     0.00   231    1    100.0   10 
 3/09/26  1:40a   17.7   17.7   17.7    95   16.9   0.0   ---   0.00   0.0   ---   17.7   18.2   18.2    ---   845.7  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   23.9    36    7.9   23.3   7.05  .9798     0.00   229    1    100.0   10 
 3/09/26  1:50a   17.7   17.7   17.6    95   16.9   0.0   NNE   0.00   3.2   NNE   17.7   18.2   18.2    ---   845.6  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   23.8    37    8.3   23.2   7.25  .9796     0.00   231    1    100.0   10 
 3/09/26  2:00a   17.6   17.6   17.5    95   16.7   0.0    NE   0.00   1.6    NE   17.6   18.1   18.1    ---   845.5  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.005   0.000   23.8    38    8.7   23.3   7.35  .9792     0.00   227    1     99.6   10 
 3/09/26  2:10a   17.4   17.5   17.4    95   16.6   0.0   ---   0.00   0.0   ---   17.4   17.9   17.9    ---   845.4  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.006   0.000   23.8    36    7.9   23.2   7.05  .9797     0.00   230    1    100.0   10 
 3/09/26  2:20a   17.4   17.4   17.4    95   16.6   0.0   ---   0.00   0.0   ---   17.4   17.9   17.9    ---   845.3  0.25   0.0     0     0.00      0     0.0  0.00   0.0   0.006   0.000   23.8    34    7.0   23.1   6.75  .9804     0.00   231    1    100.0   10 
 3/09/26  2:30a   17.4   17.4   17.4    95   16.6   0.0    NE   0.00   1.6    NE   17.4   17.9   17.9    ---   845.3  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.007   0.000   23.9    35    7.5   23.2   6.95  .9797     0.00   231    1    100.0   10 
 3/09/26  2:40a   17.4   17.4   17.4    95   16.6   0.0   NNE   0.00   3.2   NNE   17.4   17.9   17.9    ---   845.3  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.007   0.000   23.9    36    7.9   23.3   7.05  .9794     0.00   233    1    100.0   10 
 3/09/26  2:50a   17.3   17.4   17.3    95   16.5   0.0   ---   0.00   0.0   ---   17.3   17.8   17.8    ---   845.3  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.007   0.000   23.9    35    7.5   23.2   6.95  .9797     0.00   227    1     99.6   10 
 3/09/26  3:00a   17.3   17.3   17.2    95   16.5   0.0   NNE   0.00   4.8   NNE   17.3   17.7   17.7    ---   845.2  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.007   0.000   23.8    34    7.0   23.1   6.75  .9802     0.00   230    1    100.0   10 
 3/09/26  3:10a   17.2   17.2   17.2    95   16.4   0.0   NNE   0.00   1.6   NNE   17.2   17.7   17.7    ---   845.2  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.8    36    7.9   23.2   7.05  .9795     0.00   233    1    100.0   10 
 3/09/26  3:20a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.6   17.6    ---   845.2  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.8    36    7.8   23.2   7.06  .9798     0.00   231    1    100.0   10 
 3/09/26  3:30a   17.2   17.2   17.2    95   16.4   0.0   NNE   0.00   4.8   NNE   17.2   17.6   17.6    ---   845.2  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    37    8.1   23.1   7.26  .9798     0.00   230    1    100.0   10 
 3/09/26  3:40a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.6   17.6    ---   845.1  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    38    8.5   23.1   7.37  .9794     0.00   229    1    100.0   10 
 3/09/26  3:50a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.6   17.6    ---   845.1  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    36    7.8   23.1   7.06  .9798     0.00   230    1    100.0   10 
 3/09/26  4:00a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.6   17.6    ---   844.9  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    36    7.8   23.1   7.06  .9796     0.00   230    1    100.0   10 
 3/09/26  4:10a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.6   17.6    ---   844.8  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    35    7.3   23.1   6.96  .9799     0.00   228    1    100.0   10 
 3/09/26  4:20a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.7   17.7    ---   844.8  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.8    37    8.2   23.2   7.25  .9789     0.00   232    1    100.0   10 
 3/09/26  4:30a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.6   17.6    ---   844.7  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    36    7.8   23.1   7.06  .9794     0.00   230    1    100.0   10 
 3/09/26  4:40a   17.2   17.2   17.2    95   16.4   0.0   ---   0.00   0.0   ---   17.2   17.6   17.6    ---   844.7  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    37    8.2   23.1   7.26  .9790     0.00   227    1     99.6   10 
 3/09/26  4:50a   17.1   17.2   17.1    95   16.3   0.0   ---   0.00   0.0   ---   17.1   17.6   17.6    ---   844.6  0.00   0.0     0     0.00      0     0.0  0.00   0.0   0.008   0.000   23.7    36    7.8   23.1   7.06  .9793     0.00   231    1    100.0   10 
